Date,Open,High,Low,Close,Volume
2019-08-02,4.00572,4.07533,3.95828,4.00572,430888521
2019-08-05,3.82228,3.82348,3.70068,3.7477,592649890
2019-08-06,3.82228,3.86792,3.7387,3.78646,363412293
2019-08-07,3.72553,3.83647,3.70797,3.82448,374770330
2019-08-08,3.88222,3.93433,3.82468,3.93313,311132372
2019-08-09,3.8922,3.8954,3.78147,3.83168,343843000
2019-08-12,3.77967,3.83168,3.7422,3.76388,280855511
2019-08-13,3.75269,3.92414,3.72353,3.87842,362649496
2019-08-14,3.79016,3.80114,3.68591,3.72972,422370327
2019-08-15,3.75519,3.76848,3.66334,3.69739,557748798
2019-08-16,3.96008,4.01441,3.89859,3.96527,1021404231
2019-08-19,4.07893,4.26016,4.06264,4.24427,821161515
2019-08-20,4.23877,4.23927,4.15071,4.17187,466269258
2019-08-21,4.23797,4.31077,4.2166,4.25546,430447514
2019-08-22,4.26515,4.30777,4.22259,4.26166,305557344
2019-08-23,4.18506,4.23957,4.01701,4.03698,572873277
2019-08-26,4.11587,4.13993,4.07363,4.11187,320482706
2019-08-27,4.14991,4.15269,3.99144,4.021,293277834
2019-08-28,3.99443,4.06334,3.95549,4.01041,257090134
2019-08-29,4.10208,4.18684,4.09858,4.15438,360140968
2019-08-30,4.20082,4.25047,4.14892,4.16707,292343561
2019-09-03,4.09428,4.12725,4.06114,4.08411,297973552
2019-09-04,4.14473,4.20581,4.14473,4.19834,229245718
2019-09-05,4.30058,4.47802,4.29878,4.47173,699920843
2019-09-06,4.44825,4.50527,4.40632,4.44445,378836459
2019-09-09,4.47572,4.57707,4.47422,4.49061,419585026
2019-09-10,4.45774,4.58366,4.44805,4.55721,354552670
2019-09-11,4.57197,4.63397,4.54304,4.58566,363294718
2019-09-12,4.63227,4.68671,4.57637,4.58406,329458292
2019-09-13,4.51785,4.55502,4.48272,4.52654,326192716
2019-09-16,4.45125,4.51805,4.44077,4.48342,232975507
2019-09-17,4.49011,4.50887,4.44346,4.50487,229600247
2019-09-18,4.49789,4.51355,4.39094,4.47772,265340219
2019-09-19,4.48372,4.50207,4.39124,4.40182,257607345
2019-09-20,4.40082,4.4245,4.2858,4.29609,359014189
2019-09-23,4.29639,4.39512,4.29259,4.34972,257087881
2019-09-24,4.38097,4.41052,4.25646,4.29209,322826549
2019-09-25,4.29159,4.45375,4.24667,4.43407,314651516
2019-09-26,4.4243,4.43308,4.361,4.41182,238999164
2019-09-27,4.37028,4.42081,4.2123,4.27283,367764319
2019-09-30,4.29878,4.34072,4.26743,4.33052,194152189
2019-10-01,4.35372,4.50307,4.32403,4.32872,369379256
2019-10-02,4.30677,4.31876,4.23228,4.30478,297120330
2019-10-03,4.30937,4.51705,4.27881,4.51087,465013357
2019-10-04,4.51305,4.55651,4.44775,4.52724,269282113
2019-10-07,4.59183,4.68521,4.58306,4.58566,490722540
2019-10-08,4.49409,4.49409,4.39094,4.40912,451559296
2019-10-09,4.48612,4.54554,4.45724,4.49589,309402113
2019-10-10,4.49359,4.60433,4.48831,4.55382,329131255
2019-10-11,4.63757,4.70987,4.6186,4.62698,453090959
2019-10-14,4.61561,4.66095,4.58706,4.64057,211373414
2019-10-15,4.73044,4.95771,4.71647,4.88511,671280641
2019-10-16,4.85087,4.95601,4.81961,4.83119,434887992
2019-10-17,4.87582,4.92106,4.77879,4.83319,265620827
2019-10-18,4.83359,4.86632,4.66425,4.73862,309141825
2019-10-21,4.80002,4.88951,4.78138,4.87612,268284256
2019-10-22,4.93304,5.03837,4.85834,4.86612,339033442
2019-10-23,4.78408,4.86732,4.7521,4.85316,287179826
2019-10-24,4.89429,4.93075,4.86034,4.89709,240216548
2019-10-25,4.97797,5.10957,4.97019,5.0886,425178702
2019-10-28,5.13255,5.19714,5.10297,5.14474,332423461
2019-10-29,5.13075,5.13724,5.0287,5.04807,212278873
2019-10-30,5.07502,5.08081,4.98186,5.05007,206977513
2019-10-31,5.0291,5.05007,4.92076,5.00084,210767250
2019-11-01,4.9654,5.07232,4.94043,5.03987,285037443
2019-11-04,5.12127,5.24908,5.09797,5.23658,378574619
2019-11-05,5.23638,5.26256,5.1669,5.21461,302352688
2019-11-06,5.19065,5.21611,5.07782,5.1657,270340511
2019-11-07,5.25178,5.26654,5.13854,5.18345,281722854
2019-11-08,5.1665,5.20084,5.12875,5.16949,190341851
2019-11-11,5.16869,5.20243,5.08201,5.17945,244992115
2019-11-12,5.21741,5.27053,5.18265,5.21461,285239104
2019-11-13,5.18365,5.21082,5.12257,5.18885,303856579
2019-11-14,5.19784,5.22139,5.13774,5.21911,529606678
2019-11-15,5.21681,5.26853,4.99125,5.07981,1059417001
2019-11-18,5.07232,5.30757,5.06933,5.28102,578156721
2019-11-19,5.25008,5.27353,5.11627,5.17468,417429353
2019-11-20,5.15173,5.33752,5.13894,5.25357,475351053
2019-11-21,5.24908,5.30487,5.20713,5.22878,289811858
2019-11-22,5.25138,5.29827,5.22279,5.24638,225204295
2019-11-25,5.37478,5.50788,5.36181,5.50289,509850276
2019-11-26,5.48542,5.48991,5.39217,5.39865,387583595
2019-11-27,5.44376,5.47812,5.40714,5.43309,216320116
2019-11-29,5.40264,5.4306,5.37228,5.39616,142150402
2019-12-02,5.38917,5.40264,5.19444,5.20942,375437023
2019-12-03,5.02571,5.17418,4.98825,5.17019,476133789
2019-12-04,5.25357,5.27603,5.18545,5.21362,274765425
2019-12-05,5.23558,5.25138,5.1662,5.19684,185913892
2019-12-06,5.26605,5.31516,5.25607,5.28232,233392648
2019-12-09,5.25937,5.33712,5.25058,5.28232,216034680
2019-12-10,5.31237,5.37918,5.25957,5.32734,257765200
2019-12-11,5.33782,5.41662,5.33532,5.41112,234990920
2019-12-12,5.38218,5.59646,5.37328,5.57817,407785782
2019-12-13,5.58117,5.70048,5.52206,5.57617,456874688
2019-12-16,5.62362,5.67772,5.59566,5.60513,322654373
2019-12-17,5.62362,5.70598,5.61443,5.6833,324619121
2019-12-18,5.71828,5.77418,5.70968,5.71368,345722070
2019-12-19,5.74821,5.87544,5.74323,5.86205,455006474
2019-12-20,5.92855,5.98487,5.90907,5.95941,605913817
2019-12-23,5.98807,6.02033,5.93503,5.94572,356882472
2019-12-24,5.93024,5.95791,5.8959,5.94082,139446042
2019-12-26,5.94412,5.98307,5.92525,5.95492,183986159
2019-12-27,5.9701,5.98367,5.87074,5.8971,255878238
2019-12-30,5.87524,5.88032,5.75221,5.78358,259329792
2019-12-31,5.74821,5.86724,5.72927,5.85806,232180562
2020-01-02,5.94402,5.97288,5.8933,5.97288,238675161
2020-01-03,5.85308,5.92105,5.82812,5.87724,206634962
2020-01-06,5.78358,5.90707,5.75741,5.90189,264014644
2020-01-07,5.93024,6.01934,5.8851,5.97338,320543948
2020-01-08,5.9691,6.02601,5.92905,5.98467,278402946
2020-01-09,6.07094,6.12277,5.99636,6.05026,256513024
2020-01-10,6.1574,6.18787,6.06855,6.08272,317789012
2020-01-13,6.16559,6.29821,6.14333,6.27322,321680962
2020-01-14,6.2305,6.25577,6.14333,6.1562,361086768
2020-01-15,6.16888,6.19136,6.08791,6.11388,264208422
2020-01-16,6.16719,6.20334,6.14373,6.19736,285383048
2020-01-17,6.21652,6.22412,6.1584,6.20614,254854482
2020-01-21,6.16937,6.20634,6.13873,6.17257,218830597
2020-01-22,6.21812,6.31316,6.19915,6.22532,240241635
2020-01-23,6.26675,6.30341,6.17787,6.29501,245539460
2020-01-24,6.41043,6.46016,6.18157,6.2361,375079410
2020-01-27,5.93124,6.0313,5.78138,5.98007,472506764
2020-01-28,6.04596,6.20584,5.99287,6.17337,312279722
2020-01-29,6.1589,6.19516,6.07323,6.11318,260538864
2020-01-30,6.01534,6.13335,5.96011,6.11977,291721434
2020-01-31,6.07392,6.08591,5.84428,5.8861,371972560
2020-02-03,5.86804,6.00285,5.86175,5.98337,257001091
2020-02-04,6.12537,6.17157,6.07522,6.1525,272681950
2020-02-05,6.27342,6.28342,6.1594,6.24309,209093025
2020-02-06,6.27722,6.32954,6.19616,6.32924,219197133
2020-02-07,6.28941,6.31168,6.23829,6.26346,190547628
2020-02-10,6.28601,6.54741,6.28102,6.54661,531828029
2020-02-11,6.65526,6.78426,6.59307,6.66945,641233843
2020-02-12,6.72237,6.79186,6.68343,6.78526,376215333
2020-02-13,6.72737,6.80884,6.69991,6.74142,530228936
2020-02-14,7.15152,7.34334,7.12017,7.21432,1046291700
2020-02-18,7.11117,7.40155,7.09162,7.38298,624488088
2020-02-19,7.50579,7.85259,7.50579,7.8348,697242031
2020-02-20,7.78667,7.87524,7.37759,7.68531,813446277
2020-02-21,7.5733,7.59825,7.2361,7.32099,772518323
2020-02-24,6.72687,7.01741,6.67225,6.80385,860507291
2020-02-25,6.87874,6.94054,6.42193,6.52365,1059922634
2020-02-26,6.52385,6.85776,6.52245,6.66345,752804204
2020-02-27,6.34922,6.65127,6.20015,6.29221,909670668
2020-02-28,6.0286,6.78726,6.02332,6.72787,1138750940
2020-03-02,6.8977,6.91487,6.5016,6.88592,893945032
2020-03-03,6.94174,7.00165,6.53785,6.6235,655137934
2020-03-04,6.73117,7.09662,6.65626,7.08724,599553158
2020-03-05,6.88772,7.05477,6.7633,6.80804,542268247
2020-03-06,6.6283,6.68592,6.4267,6.6273,517263604
2020-03-09,5.97608,6.46156,5.93324,6.11448,616364401
2020-03-10,6.39026,6.50348,6.12806,6.50348,582734373
2020-03-11,6.36321,6.39176,6.04276,6.14003,503871155
2020-03-12,5.61613,5.88192,5.37608,5.38867,819474340
2020-03-13,5.74163,6.00405,5.47042,5.99966,637118000
2020-03-16,5.29151,5.6321,4.83239,4.89229,729583368
2020-03-17,5.00484,5.5014,4.75759,5.41262,836626291
2020-03-18,4.98426,5.22978,4.50108,5.05237,877406625
2020-03-19,5.0309,5.39915,4.81721,5.30537,768263532
2020-03-20,5.45515,5.73724,5.10997,5.12557,807524372
2020-03-23,5.12457,5.39297,4.94522,5.29847,646187425
2020-03-24,5.70448,6.29371,5.68071,6.20734,1105600837
2020-03-25,6.32206,6.52185,6.06995,6.11877,796280615
2020-03-26,6.32555,6.53195,6.22782,6.40773,700093380
2020-03-27,6.22782,6.55441,6.19486,6.29541,641124360
2020-03-30,6.36081,6.6253,6.31686,6.61602,604413351
2020-03-31,6.65626,6.86046,6.42043,6.5664,953372726
2020-04-01,6.36801,6.51466,6.01064,6.05526,659272666
2020-04-02,6.08452,6.37678,6.03627,6.36351,678191761
2020-04-03,6.32605,6.36751,5.93853,6.07622,665596080
2020-04-06,6.35781,6.72317,6.30041,6.68622,730496960
2020-04-07,6.90769,6.93125,6.40913,6.45237,787339811
2020-04-08,6.5616,6.67494,6.49162,6.64997,544392944
2020-04-09,6.77588,6.79885,6.48704,6.55011,528138070
2020-04-13,6.49033,6.73117,6.40174,6.72237,399838318
2020-04-14,6.85049,7.1074,6.82282,7.07355,532853787
2020-04-15,6.9051,7.07894,6.85996,6.99586,367464031
2020-04-16,7.15132,7.44818,7.13814,7.34104,748298579
2020-04-17,7.42322,7.44469,7.14783,7.28184,541058445
2020-04-20,7.15532,7.3112,7.1062,7.15052,451002396
2020-04-21,7.0326,7.09362,6.65396,6.71388,737800464
2020-04-22,6.90589,7.1711,6.86046,7.12816,486470243
2020-04-23,7.1703,7.30201,7.04978,7.07505,425683094
2020-04-24,7.06476,7.21562,6.98987,7.21362,353912145
2020-04-27,7.34832,7.56053,7.32378,7.40025,481109885
2020-04-28,7.54804,7.578,7.25226,7.25786,444494999
2020-04-29,7.39256,7.48762,7.31749,7.43472,380523794
2020-04-30,7.38078,7.43472,7.26686,7.28084,377268002
2020-05-01,7.08324,7.19636,6.99616,7.04438,343326590
2020-05-04,6.99686,7.26985,6.99686,7.25586,318695843
2020-05-05,7.36031,7.47984,7.25606,7.31719,370220609
2020-05-06,7.39655,7.52307,7.35881,7.41793,324627413
2020-05-07,7.55754,7.65767,7.50639,7.59446,375072911
2020-05-08,7.66617,7.79086,7.6323,7.78467,341128024
2020-05-11,7.77968,8.08324,7.75094,8.0364,470745018
2020-05-12,8.09422,8.14316,7.76492,7.7747,494830292
2020-05-13,7.88953,8.0494,7.5677,7.75214,628098117
2020-05-14,7.81364,8.00725,7.65997,8.00166,604475834
2020-05-15,7.86177,8.47006,7.846,8.46057,991209343
2020-05-18,8.72937,8.88455,8.64949,8.71908,779192159
2020-05-19,8.75883,9.05468,8.73166,8.77401,719898505
2020-05-20,8.95882,9.01076,8.85707,8.93785,589646554
2020-05-21,9.01906,9.02006,8.7064,8.74404,763803365
2020-05-22,8.79369,9.06017,8.68214,8.99408,1042496194
2020-05-26,9.12379,9.14876,8.641,8.68674,773547617
2020-05-27,8.59406,8.60186,7.96801,8.49461,1180115975
2020-05-28,8.38219,8.72937,8.34924,8.45677,738772272
2020-05-29,8.52378,8.84379,8.45479,8.84379,748599047
2020-06-01,8.80167,8.80916,8.65847,8.77471,391913668
2020-06-02,8.76482,8.80567,8.62702,8.79369,392726129
2020-06-03,8.7907,8.83461,8.66897,8.73835,366751500
2020-06-04,8.70091,8.91531,8.65049,8.73935,425608122
2020-06-05,8.76702,8.9688,8.68094,8.89204,483255893
2020-06-08,8.84958,8.86205,8.65877,8.77751,388952465
2020-06-09,8.77261,9.08114,8.72408,9.01776,469957164
2020-06-10,9.13897,9.47038,9.12479,9.33765,634162816
2020-06-11,9.12119,9.23232,8.75863,8.76881,585479494
2020-06-12,9.13377,9.15844,8.67615,8.90453,572697495
2020-06-15,8.7877,9.15345,8.71668,9.14496,401255860
2020-06-16,9.19607,9.2378,8.81115,9.04002,537394034
2020-06-17,9.08503,9.26996,9.04172,9.20706,409585324
2020-06-18,9.19807,9.2536,9.08583,9.18909,255206888
2020-06-19,9.21365,9.41545,9.19837,9.23232,525803320
2020-06-22,9.27096,9.50163,9.2443,9.49714,399715335
2020-06-23,9.52128,9.61246,9.37811,9.42044,376283044
2020-06-24,9.44669,9.52657,9.1158,9.20666,450779304
2020-06-25,9.32667,9.47536,9.15345,9.46039,377250666
2020-06-26,9.47038,9.47038,9.0962,9.12619,593941445
2020-06-29,9.14097,9.17571,8.87205,9.17111,343320781
2020-06-30,9.28493,9.49665,9.2376,9.46818,369045048
2020-07-01,9.49115,9.54585,9.3835,9.50033,327670548
2020-07-02,9.60898,9.7072,9.54855,9.5825,365195060
2020-07-06,9.71119,9.87756,9.68224,9.80824,316883803
2020-07-07,9.91499,10.038,9.81964,9.84061,358921100
2020-07-08,9.96213,10.1938,9.93448,10.1838,366625952
2020-07-09,10.3485,10.5373,10.2018,10.4763,496097190
2020-07-10,10.5553,10.6222,10.3465,10.4473,499234566
2020-07-13,10.5623,10.759,9.99404,10.021,458507511
2020-07-14,10.044,10.3703,9.75485,10.3455,544375017
2020-07-15,10.3823,10.4013,10.024,10.1958,405251044
2020-07-16,9.9841,10.1748,9.86438,10.103,346045862
2020-07-17,10.1938,10.2168,10.056,10.1698,267119220
2020-07-20,10.2428,10.4983,10.125,10.4783,285743566
2020-07-21,10.4803,10.5273,10.2547,10.2967,278537086
2020-07-22,10.3355,10.5693,10.2597,10.4063,368441969
2020-07-23,10.4173,10.5143,10,10.098,412951490
2020-07-24,9.84391,10.3325,9.74645,10.1628,474775345
2020-07-27,10.2008,10.4093,10.1858,10.3893,293045768
2020-07-28,10.3425,10.3495,10.1778,10.1838,272487410
2020-07-29,10.3583,10.4833,10.3155,10.4333,285399373
2020-07-30,10.3435,10.5902,10.2637,10.5813,309848248
2020-07-31,10.5303,10.7331,10.4013,10.5813,387496686
2020-08-03,10.6991,11.0636,10.6821,10.9756,414312709
2020-08-04,11.0156,11.1932,10.8729,11.1932,311308244
2020-08-05,11.2092,11.3361,11.1313,11.2512,251284873
2020-08-06,11.3141,11.3221,11.1432,11.3001,245081378
2020-08-07,11.2771,11.4691,11.0026,11.1642,343589442
2020-08-10,11.2991,11.3731,10.8229,11.1303,429136731
2020-08-11,11.0396,11.1016,10.763,10.8169,355621613
2020-08-12,10.9556,11.4311,10.9237,11.4041,466400113
2020-08-13,11.51,11.6855,11.3201,11.4071,375633176
2020-08-14,11.494,11.6685,11.4051,11.5278,367584651
2020-08-17,11.8144,12.3704,11.7804,12.2976,623248190
2020-08-18,12.4104,12.4564,12.049,12.2228,505024073
2020-08-19,12.2578,12.2756,12.061,12.1008,624573765
2020-08-20,11.9382,12.3355,11.8424,12.1038,924274011
2020-08-21,12.1638,12.7679,12.1578,12.6442,1003003259
2020-08-24,12.8438,12.8718,12.4684,12.6801,492101696
2020-08-25,12.5913,12.721,12.5343,12.71,289982823
2020-08-26,12.7589,12.8278,12.6382,12.733,322249760
2020-08-27,12.7419,12.8098,12.5273,12.5883,318598308
2020-08-28,12.6352,13.1063,12.6033,13.1063,538842042
2020-08-31,13.1413,13.5328,12.9976,13.3331,502410909
2020-09-01,13.4421,13.955,13.3991,13.7827,513926390
2020-09-02,14.661,14.685,13.8614,14.3055,876489969
2020-09-03,13.7906,13.8465,12.8428,12.9787,947804678
2020-09-04,12.7479,13.1373,11.6715,12.5863,1467831119
2020-09-08,11.7015,12.5144,11.6715,11.8804,797984705
2020-09-09,12.3644,12.7729,12.1978,12.6791,738284766
2020-09-10,12.9527,13.0286,12.1328,12.2766,700664631
2020-09-11,12.4504,12.6162,11.8624,12.1308,638732005
2020-09-14,13.0445,13.2772,12.5953,12.8358,1205150884
2020-09-15,13.2432,13.2612,12.7918,12.9547,729618571
2020-09-16,12.9208,13.0555,12.4784,12.4784,559179730
2020-09-17,12.0978,12.5543,12.0011,12.4284,794757846
2020-09-18,12.5583,12.5963,11.9551,12.1558,700441459
2020-09-21,11.8924,12.4864,11.8714,12.4814,723085965
2020-09-22,12.5393,12.6122,12.1218,12.6023,648284220
2020-09-23,12.5403,12.6911,12.0461,12.0898,648846058
2020-09-24,12.0381,12.5343,11.9801,12.3125,733312776
2020-09-25,12.4194,12.8468,12.2118,12.8378,589682808
2020-09-28,13.0036,13.0156,12.714,12.9986,575435396
2020-09-29,12.9008,13.4051,12.8968,13.1883,624770629
2020-09-30,13.1203,13.5848,13.1133,13.4928,691137383
2020-10-01,13.7197,13.7247,13.4231,13.5768,526490264
2020-10-02,13.1873,13.4818,13.0146,13.0256,554061733
2020-10-05,13.1993,13.6058,13.1853,13.6048,481178157
2020-10-06,13.7916,14.1028,13.6267,13.6987,786643013
2020-10-07,13.961,14.0798,13.8256,13.9253,419270107
2020-10-08,14.0358,14.0458,13.7197,13.8006,379974706
2020-10-09,13.7287,13.7867,13.6227,13.7247,347874047
2020-10-12,13.9502,14.3065,13.8743,14.1858,435975923
2020-10-13,14.2557,14.3075,13.98,14.2078,345579758
2020-10-14,14.2497,14.3025,13.9213,14.0558,277431188
2020-10-15,13.7727,13.967,13.7297,13.9313,267982467
2020-10-16,13.998,14.0818,13.7547,13.7737,243327274
2020-10-19,13.8644,13.9442,13.3691,13.46,298913332
2020-10-20,13.5458,13.7617,13.4689,13.6078,229861656
2020-10-21,13.5868,13.7537,13.4401,13.4868,220219687
2020-10-22,13.4848,13.5738,13.1943,13.3231,291302690
2020-10-23,13.4121,13.5548,13.2542,13.5528,234145991
2020-10-26,13.3891,13.6547,13.0016,13.1043,337849137
2020-10-27,13.2692,13.4041,13.1543,13.3591,251229660
2020-10-28,13.1613,13.2223,12.5733,12.5913,377585205
2020-10-29,12.8018,13.1553,12.714,12.9877,320989021
2020-10-30,12.8138,12.8998,12.2648,12.4984,418578987
2020-11-02,12.6222,12.7998,12.3594,12.5453,300501879
2020-11-03,12.6721,13.0685,12.5673,12.9827,273674489
2020-11-04,13.3521,13.7896,13.2991,13.7557,411391956
2020-11-05,14.1228,14.2985,13.952,14.1208,319932506
2020-11-06,14.0708,14.5473,13.8564,14.5213,384435744
2020-11-09,14.5113,14.649,13.5728,13.5928,584630118
2020-11-10,13.5688,13.5688,12.5923,12.734,645892596
2020-11-11,13.0176,13.3971,12.9118,13.3801,405890507
2020-11-12,13.4411,13.7277,13.2782,13.4191,367674125
2020-11-13,13.5888,13.6307,13.0226,13.2592,347745095
2020-11-16,13.1353,13.6118,13.1193,13.4768,414947485
2020-11-17,13.5148,13.5588,13.2672,13.3851,312912264
2020-11-18,13.4271,13.5678,13.1473,13.3911,512373346
2020-11-19,13.1753,13.45,13.0635,13.4031,567538167
2020-11-20,13.4161,13.457,13.0286,13.0505,342056487
2020-11-23,13.1343,13.3451,12.9787,13.1033,362378352
2020-11-24,13.1053,13.1253,12.8488,12.9218,347482003
2020-11-25,12.9956,13.2323,12.9837,13.1973,260653034
2020-11-27,13.3371,13.3701,13.1333,13.2243,167749272
2020-11-30,13.2273,13.3751,12.9358,13.3641,287765268
2020-12-01,13.455,13.4908,13.1913,13.3531,298414639
2020-12-02,13.3131,13.6357,13.1973,13.5068,284164302
2020-12-03,13.5538,13.6257,13.2951,13.3631,200027034
2020-12-04,13.4151,13.5258,13.3551,13.5248,202756682
2020-12-07,13.5668,13.6967,13.4659,13.5728,223612984
2020-12-08,13.5508,13.5648,13.2482,13.3171,272324457
2020-12-09,13.2672,13.3801,12.8358,12.8978,401674464
2020-12-10,12.8368,13.0356,12.8168,12.9398,208292042
2020-12-11,12.9398,12.9877,12.7898,12.9807,209796764
2020-12-14,13.0545,13.3551,13.0445,13.2752,270843540
2020-12-15,13.4061,13.4301,13.1533,13.3271,193977008
2020-12-16,13.3891,13.4031,13.1793,13.2093,223680935
2020-12-17,13.3331,13.3461,13.1453,13.3081,231971140
2020-12-18,13.3451,13.3711,13.0376,13.2393,342932803
2020-12-21,13.0415,13.3371,12.9348,13.2991,303099471
2020-12-22,13.2861,13.3041,13.0216,13.2452,186787764
2020-12-23,13.2223,13.2422,12.9717,12.9767,179597429
2020-12-24,13.0046,13.0993,12.9058,12.9607,98131953
2020-12-28,13.0296,13.0296,12.731,12.8678,213105104
2020-12-29,12.8928,13.0395,12.8098,12.9108,170804555
2020-12-30,12.9577,13.1803,12.8638,13.1123,225969225
2020-12-31,13.1033,13.1173,12.8818,13.0216,192912762
2021-01-04,13.0715,13.6187,12.9298,13.0804,562064720
2021-01-05,13.0665,13.4101,13.0535,13.3711,323579081
2021-01-06,13.1893,13.2113,12.5543,12.5823,581896094
2021-01-07,12.9348,13.3441,12.8538,13.3111,462652709
2021-01-08,13.3291,13.3871,13.0096,13.2432,293271024
2021-01-11,13.3851,13.9263,13.3291,13.5878,520346108
2021-01-12,13.7187,13.7207,13.3111,13.451,292217483
2021-01-13,13.456,13.5908,13.3511,13.4978,210561474
2021-01-14,13.5408,13.5658,13.1473,13.1673,283838837
2021-01-15,13.1953,13.2921,12.8158,12.8268,278486290
2021-01-19,12.9837,13.0615,12.8118,12.9926,226760955
2021-01-20,13.0785,13.3971,13.0236,13.3321,259227119
2021-01-21,13.3851,13.964,13.2203,13.8335,339198288
2021-01-22,13.7057,13.8076,13.5928,13.6787,247445000
2021-01-25,13.7477,13.7946,13.2033,13.6197,251748494
2021-01-26,13.5468,13.6108,13.3541,13.4011,164396585
2021-01-27,13.1973,13.1993,12.7609,12.8848,372215142
2021-01-28,12.9637,13.3061,12.9278,13.0176,228895416
2021-01-29,13.0425,13.3011,12.8788,12.9567,272241233
2021-02-01,13.0206,13.2373,12.8698,13.2033,217755575
2021-02-02,13.3651,13.5378,13.2522,13.5228,220997747
2021-02-03,13.6018,13.8973,13.4828,13.4968,246032145
2021-02-04,13.4968,13.6397,13.3041,13.6307,201849460
2021-02-05,13.6907,13.7027,13.5118,13.5568,169582954
2021-02-08,13.6927,14.4373,13.6927,14.4025,435725890
2021-02-09,14.3045,14.5463,14.1868,14.2267,288289940
2021-02-10,14.4263,14.867,14.3045,14.726,486584133
2021-02-11,14.9419,15.2333,14.8869,15.2124,451971911
2021-02-12,15.0116,15.2512,14.737,14.9229,375708628
2021-02-16,15.0256,15.3321,14.9119,15.2902,322776645
2021-02-17,15.1325,15.1844,14.742,14.868,276398399
2021-02-18,14.691,14.835,14.5383,14.791,234674899
2021-02-19,14.9857,15.1385,14.809,14.8879,272413761
2021-02-22,14.737,15.0945,14.2885,14.3195,326712651
2021-02-23,14.0408,14.2028,13.3561,14.1068,391785948
2021-02-24,14.0878,14.4703,13.7217,14.4623,449456883
2021-02-25,14.0098,14.3385,13.1833,13.2742,826528453
2021-02-26,13.7187,13.8206,13.3271,13.6807,502201737
2021-03-01,13.8405,13.8903,13.5198,13.8076,354079385
2021-03-02,13.8654,13.8863,13.3631,13.3721,264784441
2021-03-03,13.3931,13.4181,12.7659,12.7719,378548590
2021-03-04,12.7679,12.9428,12.054,12.3384,574800299
2021-03-05,12.5184,12.5184,11.6495,12.4294,544216561
2021-03-08,12.4184,12.4394,11.5368,11.5638,544490069
2021-03-09,12.1038,12.5893,12.0331,12.4924,522969407
2021-03-10,12.8118,12.9517,12.4304,12.4404,385219141
2021-03-11,12.9218,13.0176,12.706,12.9657,300571714
2021-03-12,12.6202,12.8608,12.5623,12.8278,244498750
2021-03-15,12.8368,13.1783,12.7389,13.1623,223008223
2021-03-16,13.3271,13.4828,13.0883,13.2622,272726136
2021-03-17,13.0116,13.4241,12.9617,13.3121,244398771
2021-03-18,13.1073,13.1553,12.6891,12.6941,294832961
2021-03-19,12.722,12.8938,12.5843,12.8178,299862837
2021-03-22,12.8848,13.3651,12.8788,13.1573,298455890
2021-03-23,13.2253,13.3151,12.9926,13.0425,222532824
2021-03-24,13.1223,13.1303,12.6092,12.6152,246377419
2021-03-25,12.4724,12.6871,12.2448,12.5074,295791540
2021-03-26,12.5263,12.8278,12.3464,12.8108,364766822
2021-03-29,12.7918,13.0336,12.6721,12.9198,274119452
2021-03-30,12.8138,12.9467,12.6771,12.8438,200641330
2021-03-31,12.9877,13.4421,12.9537,13.3191,315467532
2021-04-01,13.5428,13.8405,13.4818,13.7827,308950360
2021-04-05,13.8385,13.984,13.7037,13.958,256231845
2021-04-06,13.97,14.0238,13.7447,13.8325,192166280
2021-04-07,13.8514,14.2118,13.6827,14.1138,251835193
2021-04-08,14.2217,14.4403,14.2177,14.2856,244950703
2021-04-09,14.1828,14.3765,14.1448,14.3685,195598705
2021-04-12,14.2586,15.3171,14.1088,15.1754,871227627
2021-04-13,15.1984,15.6646,15.0925,15.6436,677694189
2021-04-14,15.5898,15.6846,15.1944,15.2422,386346972
2021-04-15,15.6267,16.178,15.5967,16.101,599792595
2021-04-16,16.017,16.13,15.8293,15.8763,335942366
2021-04-19,15.5018,15.7716,15.1994,15.3271,405304594
2021-04-20,15.2882,15.4618,14.9299,15.1375,334865481
2021-04-21,15.0855,15.3271,15.0685,15.3251,217252225
2021-04-22,15.3401,15.4039,14.751,14.817,278395204
2021-04-23,14.9009,15.3001,14.867,15.2313,228271486
2021-04-26,15.1515,15.4438,15.0915,15.4428,198230667
2021-04-27,15.5428,15.6356,15.3191,15.3471,164933766
2021-04-28,15.3301,15.4968,15.1824,15.2422,209875271
2021-04-29,15.3649,15.4009,15.0385,15.2902,173576135
2021-04-30,15.1405,15.3301,14.9638,14.9767,202352690
2021-05-03,15.0915,15.2134,14.755,14.804,204358830
2021-05-04,14.6053,14.6063,13.98,14.3195,406213308
2021-05-05,14.676,14.781,14.3565,14.4263,292663188
2021-05-06,14.4633,14.5393,14.1868,14.4913,193804832
2021-05-07,14.775,14.9379,14.6401,14.779,229830029
2021-05-10,14.754,14.773,14.2187,14.2347,269493258
2021-05-11,13.7956,14.3235,13.7207,14.2746,286211383
2021-05-12,13.98,14.2287,13.6797,13.7287,304074414
2021-05-13,14.0039,14.0508,13.4301,13.6357,286353835
2021-05-14,13.8604,14.2965,13.7197,14.2118,259181891
2021-05-17,14.1268,14.1388,13.8246,14.1358,217456479
2021-05-18,14.2357,14.3725,13.974,13.986,186662528
2021-05-19,13.5368,14.0488,13.5138,14.0358,344753426
